;;;650;358;162;120;78;41;30;22;15;14;15;22;9;2;5;0
03.02.2020 13:10;03.02.2020 13:10;17;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:11;03.02.2020 13:12;30;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:12;03.02.2020 13:14;125;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ
03.02.2020 13:15;03.02.2020 13:16;60;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:17;03.02.2020 13:17;27;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:17;03.02.2020 13:18;17;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:18;03.02.2020 13:18;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:20;03.02.2020 13:21;16;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:23;03.02.2020 13:24;52;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:26;03.02.2020 13:26;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:27;03.02.2020 13:27;27;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:29;03.02.2020 13:30;41;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:31;03.02.2020 13:31;46;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:32;03.02.2020 13:32;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:34;03.02.2020 13:34;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:34;03.02.2020 13:35;25;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:35;03.02.2020 13:36;27;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:38;03.02.2020 13:38;13;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:41;03.02.2020 13:41;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:45;03.02.2020 13:45;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:46;03.02.2020 13:46;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:47;03.02.2020 13:48;41;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:48;03.02.2020 13:48;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:49;03.02.2020 13:49;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:50;03.02.2020 13:50;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:50;03.02.2020 13:51;16;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:53;03.02.2020 13:53;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:53;03.02.2020 13:53;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:57;03.02.2020 13:57;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:58;03.02.2020 13:59;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 13:59;03.02.2020 13:59;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:00;03.02.2020 14:00;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:01;03.02.2020 14:01;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:01;03.02.2020 14:01;14;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:06;03.02.2020 14:06;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:07;03.02.2020 14:08;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:08;03.02.2020 14:08;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:09;03.02.2020 14:09;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:10;03.02.2020 14:10;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:11;03.02.2020 14:11;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:11;03.02.2020 14:11;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:12;03.02.2020 14:12;15;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:13;03.02.2020 14:13;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:14;03.02.2020 14:14;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:15;03.02.2020 14:15;33;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:16;03.02.2020 14:17;57;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:18;03.02.2020 14:18;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:19;03.02.2020 14:19;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:19;03.02.2020 14:19;14;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:20;03.02.2020 14:20;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:21;03.02.2020 14:21;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:21;03.02.2020 14:22;25;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:22;03.02.2020 14:22;10;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:22;03.02.2020 14:22;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:23;03.02.2020 14:23;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:23;03.02.2020 14:23;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:24;03.02.2020 14:24;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:24;03.02.2020 14:25;35;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:25;03.02.2020 14:26;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:26;03.02.2020 14:26;2;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:28;03.02.2020 14:28;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:28;03.02.2020 14:28;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:28;03.02.2020 14:29;49;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:30;03.02.2020 14:30;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:30;03.02.2020 14:30;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:31;03.02.2020 14:31;33;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:32;03.02.2020 14:32;41;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:32;03.02.2020 14:32;2;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:33;03.02.2020 14:33;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:34;03.02.2020 14:35;22;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:35;03.02.2020 14:35;14;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:36;03.02.2020 14:36;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:36;03.02.2020 14:36;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:36;03.02.2020 14:37;13;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:37;03.02.2020 14:37;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:38;03.02.2020 14:39;79;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:39;03.02.2020 14:40;14;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:40;03.02.2020 14:41;16;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:42;03.02.2020 14:42;13;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:43;03.02.2020 14:43;10;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:44;03.02.2020 14:44;25;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:44;03.02.2020 14:44;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:45;03.02.2020 14:46;30;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:48;03.02.2020 14:48;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:49;03.02.2020 14:49;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:49;03.02.2020 14:49;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:50;03.02.2020 14:51;49;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:52;03.02.2020 14:52;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:52;03.02.2020 14:53;14;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:53;03.02.2020 14:53;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:53;03.02.2020 14:53;16;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:54;03.02.2020 14:55;41;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:55;03.02.2020 14:55;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:56;03.02.2020 14:56;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:56;03.02.2020 14:56;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:57;03.02.2020 14:57;22;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:58;03.02.2020 14:58;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:58;03.02.2020 14:59;33;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 14:59;03.02.2020 15:00;57;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:01;03.02.2020 15:01;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:02;03.02.2020 15:03;27;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:03;03.02.2020 15:04;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:04;03.02.2020 15:04;2;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:04;03.02.2020 15:04;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:05;03.02.2020 15:05;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:05;03.02.2020 15:06;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:08;03.02.2020 15:08;15;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:09;03.02.2020 15:09;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:09;03.02.2020 15:10;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:10;03.02.2020 15:10;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:11;03.02.2020 15:12;38;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:13;03.02.2020 15:13;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:14;03.02.2020 15:14;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:14;03.02.2020 15:15;17;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:16;03.02.2020 15:16;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 15:18;03.02.2020 15:18;14;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
